,Tweets,Tweets_ID,Date,Source,Likes_no,Retweets_no
618,which of these is a car MUST have? https://t.co/nL4wst1R09,1420779406000332807,2021-07-29 16:13:01+00:00,Sprinklr Publishing,190,6
619,@NickRickles he said🕴💥,1420498727014305798,2021-07-28 21:37:42+00:00,Twitter Web App,2,1
620,@OmarRudberg ✨FINALLY✨,1420498643778371585,2021-07-28 21:37:22+00:00,Twitter Web App,13,0
621,"RT @TikTokComms: TikTok LIVE brings together creators, artists, brands, and viewers to experience entertainment and culture on a global sta…",1420491767946694656,2021-07-28 21:10:03+00:00,Twitter Web App,0,23
622,"pesto     pasta      feta
eggs      chips      pasta
👇           👇            👇",1420462564417449986,2021-07-28 19:14:00+00:00,Sprinklr Publishing,385,25
623,"TikTok told me to freeze my honey, so I froze my honey 🍯 🧊",1420414494568853512,2021-07-28 16:03:00+00:00,Sprinklr Publishing,536,28
624,@ElizabethBanks @WetHot @elizabethbanks is officially on the clock app 👏👏,1420190859555872773,2021-07-28 01:14:21+00:00,Twitter Web App,1,0
625,"my dog                 Earth

                    🤝

        my whole world",1420052159521968130,2021-07-27 16:03:12+00:00,Twitter Web App,607,35
626,🎥: @feelgoodfoodie on TikTok,1419689487903469570,2021-07-26 16:02:05+00:00,Sprinklr Publishing,93,5
627,“these pasta chips are bussin’...respectfully” -my mom https://t.co/MVQTbtMmer,1419689485755994114,2021-07-26 16:02:04+00:00,Sprinklr Publishing,143,3
628,RT @DisneyParks: Join @therock as he makes his ultimate cheat meal with iconic Disney snacks LIVE on DisneyParks TikTok from Disneyland par…,1419347619541880834,2021-07-25 17:23:37+00:00,Twitter for iPhone,0,95
629,parents that make TikToks with their kids &gt;&gt;&gt;&gt; #NationalParentsDay,1419327835886469122,2021-07-25 16:05:00+00:00,Sprinklr Publishing,307,20
630,"can playlists be bussin'? this one can

stream this week's biggest TikTok hits from @drake, @DojaCat, @ItsMystikal,… https://t.co/DA9FSiFvi0",1419070689735282688,2021-07-24 23:03:12+00:00,Sprinklr Publishing,467,73
631,🎥: @evilgordo on TikTok,1418965204478595084,2021-07-24 16:04:02+00:00,Sprinklr Publishing,111,5
632,went outside for the first time today https://t.co/TV2YEWOE4Y,1418965201823703047,2021-07-24 16:04:01+00:00,Sprinklr Publishing,1006,99
633,@elijahcanlas_ TikTok is my love language,1418713274913222657,2021-07-23 23:22:57+00:00,Twitter Web App,7,0
634,"a concert ensemble has gathered. the singers take a deep breath, the musicians have their instruments at the ready,… https://t.co/qAL2aUv7fx",1418604823604338690,2021-07-23 16:12:01+00:00,Sprinklr Publishing,265,8
635,"join me in toasting that special someone that made all of this possible 🥂

✨✨✨✨✨✨
✨   my fyp       ✨
✨✨✨✨✨✨",1418332705339559936,2021-07-22 22:10:42+00:00,Twitter Web App,459,20
636,.@bazzi’s new song? i like that. 😉 check it out on TikTok: https://t.co/VT8ldLgyAM https://t.co/Z97E3VVUMj,1418301736578523136,2021-07-22 20:07:39+00:00,Twitter Media Studio,670,68
637,"how i imagine someone first came up with pasta chips:

friend 1: can you pass the chips
friend 2: pasta chips
frien… https://t.co/A7VPY5KpUP",1418242685517893635,2021-07-22 16:13:00+00:00,Sprinklr Publishing,272,11
638,@BREElluminati i'm just here for the r̶e̶p̶l̶i̶e̶s̶ (っ◔◡◔)っ ❤️ laughs ❤️,1417972195473584133,2021-07-21 22:18:10+00:00,Twitter Web App,0,0
639,"the greek goat did it 🙌

after 50 years the @Bucks are NBA Champions again 💪 https://t.co/0RjgaY7uwu",1417956097374130179,2021-07-21 21:14:12+00:00,Twitter Media Studio,212,19
640,tiktok &amp; chill? @netflix https://t.co/YDWFVloNSe,1417915025096941569,2021-07-21 18:31:00+00:00,Twitter Web App,184,11
641,Make sure you include a ✨ video link ✨ and not a link to your profile page or your submission may not count 🙏,1417884457206489093,2021-07-21 16:29:32+00:00,Sprinklr Publishing,85,3
642,Want your resume to shine? ☀️ Follow these tips from @ConnorRipple when submitting your video resume link 🤗 https://t.co/1iL5bgoXQA,1417884455147081737,2021-07-21 16:29:31+00:00,Sprinklr Publishing,118,7
643,@GratefulDead @BobWeir omg so Grateful,1417605283585482752,2021-07-20 22:00:12+00:00,Twitter Web App,2,1
644,"RT @TikTokForGood: And just like that, we have another powerful demonstration of creators using #TikTokForGood! Thank you for your support…",1417559797537284096,2021-07-20 18:59:27+00:00,Twitter Web App,0,9
645,"TikTok LIVE Events Features have everything you need 😉  Promote livestreams, engage with followers with the Q&amp;A fea… https://t.co/B8wksIBvL3",1417516414857097220,2021-07-20 16:07:04+00:00,Sprinklr Publishing,168,19
646,@Alice_Wilder nobody watches just three TikToks 😉,1417276832949313551,2021-07-20 00:15:03+00:00,Twitter Web App,159,3
647,🎥: @abbyyyyleightonnnn on TikTok,1417153037525790723,2021-07-19 16:03:08+00:00,Sprinklr Publishing,85,1
648,my summer vibe is underestimating how much i love to do ✨nothing✨ https://t.co/78HjDqiNrb,1417153035441160192,2021-07-19 16:03:07+00:00,Sprinklr Publishing,184,10
649,🎥: @galidoesthings on TikTok,1416789117573160971,2021-07-18 15:57:02+00:00,Sprinklr Publishing,116,2
650,the last TikTok u watched is what this good boy is thinkin about https://t.co/t6tnl3BKGY,1416789115094413312,2021-07-18 15:57:02+00:00,Sprinklr Publishing,330,16
651,"my boss: it's #WorldEmojiDay can we post about it?

me: ✨👁👄👁 ✨",1416429067255967745,2021-07-17 16:06:20+00:00,Twitter for iPhone,421,22
652,"the perfect weekend playlist doesn't exi—

stream this week's biggest TikTok hits from @GirlsDemSugarMG, @ciara,… https://t.co/a5YiI6WYkH",1416177998600937479,2021-07-16 23:28:40+00:00,Twitter Web App,239,38
653,🎥 : @fdmarketco on TikTok,1416151937674842126,2021-07-16 21:45:07+00:00,Sprinklr Publishing,101,4
654,"don’t be sus, be sustainable 💁 https://t.co/x99Y3iVpqu",1416151935703519234,2021-07-16 21:45:06+00:00,Sprinklr Publishing,207,11
655,"@Gothalion We're here to help! You can share more information with our team, here: https://t.co/2ZKGJxefZ2",1416075931664408579,2021-07-16 16:43:06+00:00,Sprinklr Publishing,0,0
656,tell me a realization you’ve had bc of TikTok 🤔,1416066092934615040,2021-07-16 16:04:00+00:00,Sprinklr Publishing,1004,22
657,"trying to manifest:

             🕯️            🕯️
  🕯️
                     small               🕯️
🕯️           bu… https://t.co/4OSruLYuus",1415803906064412672,2021-07-15 22:42:10+00:00,Twitter Web App,410,24
658,"@DiGiorno it's not delivery, it's bussin’... respectfully",1415756902714073091,2021-07-15 19:35:23+00:00,Twitter Web App,201,4
659,this made me happier than ever 💛 https://t.co/vkuJSyV4Ae,1415747501013958656,2021-07-15 18:58:02+00:00,Twitter Web App,234,9
660,@amrdz20 it feels SO great being someone's second option,1415716942380298240,2021-07-15 16:56:36+00:00,Twitter Web App,8,0
661,🎥: @goget_em on TikTok,1415703710622232578,2021-07-15 16:04:01+00:00,Sprinklr Publishing,74,4
662,who you are between sets at the gym can be v telling... https://t.co/t4IIgoYuhh,1415703708776738820,2021-07-15 16:04:01+00:00,Sprinklr Publishing,171,12
663,"The #EURO2020 content has been 🔥 As the tournament's official fan sponsor, @TikTok_UK wanted to give back to the cr… https://t.co/Z9fzVIFal6",1415341666228219904,2021-07-14 16:05:23+00:00,Sprinklr Publishing,139,11
664,im over pasta chips. now i only want ricotta toast. ty for this recipe queen @lizzo 😍 https://t.co/jKHzdWRN9Z,1415047862912622592,2021-07-13 20:37:55+00:00,Twitter Media Studio,240,12
665,"RT @tiktok_uk: #EURO2020 reminded us of the power of unity &amp; what it's like to finally be together again - in the stadium, living room or i…",1414652774613094400,2021-07-12 18:27:59+00:00,Twitter Web App,0,17
666,RT @TikTokCanada: if it’s this 🤏 close to coming home for #ENG  does that mean it’s this 🤌 close for #ITA ? 😂 #EURO2020  #ENGITA,1414323277875486720,2021-07-11 20:38:40+00:00,Twitter for iPhone,0,19
667,🎥: @smoothbrainhours on TikTok,1414255923929956357,2021-07-11 16:11:02+00:00,Sprinklr Publishing,121,4
668,every parent has made this joke https://t.co/19bJeMjJag,1414255921581199361,2021-07-11 16:11:01+00:00,Sprinklr Publishing,368,12
669,🎥: @sssniperwolf on TikTok,1413891772007202818,2021-07-10 16:04:01+00:00,Sprinklr Publishing,136,4
670,this trend lives in my head rent free https://t.co/9deTCOJzHa,1413891769696243714,2021-07-10 16:04:01+00:00,Sprinklr Publishing,620,37
671,"no matter what ur doing this weekend, we've got the perfect soundtrack. 

stream this week's biggest TikTok hits fr… https://t.co/Ya9kPaVH0X",1413618974160560133,2021-07-09 22:00:01+00:00,Sprinklr Publishing,193,17
672,"RT @TikTokCanada: It started with a sound, and it's not stopping there 🎶🙌 #JalebiBaby @TesherMusic @jasonderulo https://t.co/8PbbV5l1GP",1413585436862124033,2021-07-09 19:46:45+00:00,Twitter Web App,0,28
673,RT @DillonFrancis: @tiktok_us only if you watch my headstream episode,1413573708233330692,2021-07-09 19:00:09+00:00,Twitter Web App,0,6
674,".@DillonFrancis, just went to the grocery store and bought some fresh produce. Could you sign them for me? https://t.co/cfU95dMutd",1413562678233030660,2021-07-09 18:16:19+00:00,Twitter Web App,106,8
675,🎥: @marla.fay on TikTok,1413529932634935297,2021-07-09 16:06:12+00:00,Sprinklr Publishing,101,5
676,idk who needs to HEAR this 😏 https://t.co/N9wyOOaBws,1413529930160386050,2021-07-09 16:06:12+00:00,Sprinklr Publishing,260,19
677,#pastachips is the new feta pasta i dont make the rules,1413362780313423873,2021-07-09 05:02:00+00:00,Sprinklr Publishing,294,12
678,@DetroitPistons @BigSean warms my heart to see ppl finding their dream job thru TikTok 🥰,1413290239389405186,2021-07-09 00:13:45+00:00,Twitter Web App,6,0
679,"how i feel when my friends ❤ the TikTok i sent in the group chat...

congratulations on taking home the #StanleyCup… https://t.co/pMwQP1O1gz",1413272413257666560,2021-07-08 23:02:55+00:00,Twitter Media Studio,1481,135
680,@NiallOfficial @charlidamelio @dixiedamelio a ✨star✨ indeed,1413204587100577793,2021-07-08 18:33:24+00:00,Twitter Web App,16615,581
681,🎥 : @cataleahyoutube @_mochafrappe_ @nekogekko @ladyandtheblues,1413170032050376711,2021-07-08 16:16:05+00:00,Sprinklr Publishing,85,2
682,"and for today’s quiz: which is the cutest pet with big eyes?

⚪ the gecko 
⚪ the hedgehoggo
⚪ the froggo 
⚪ the dog… https://t.co/2fZKR6bhr2",1413170029860954121,2021-07-08 16:16:05+00:00,Sprinklr Publishing,270,12
683,i did the same thing and it totally worked 😉 https://t.co/HvVJ1v962c,1412939230880231426,2021-07-08 00:58:58+00:00,Twitter Web App,338,7
684,WE BACK BTW (and i'm fine ty for asking 😏) https://t.co/6mG3iQcIce,1412934647227379715,2021-07-08 00:40:45+00:00,Twitter Web App,259,11
685,@jadecarsonxo you got this 💪,1412929864953307142,2021-07-08 00:21:45+00:00,Twitter Web App,34,0
686,me logging onto Twitter yesterday bc my boss said we're trending 🙃 #TikTokDown https://t.co/nGelJBUo96,1412929732052541440,2021-07-08 00:21:13+00:00,Twitter Web App,446,23
687,@kushaanshah ppl are seriously so talented it's kind of crazy ❤️,1412918685950300160,2021-07-07 23:37:20+00:00,Twitter Web App,1,0
688,@iamcardib omg she said my name,1412918439744659463,2021-07-07 23:36:21+00:00,Twitter Web App,481,6
689,Ready to get inside the mind of @DillonFrancis? He's talking about his new album and latest releases this Friday at… https://t.co/Mn9WgMdUcN,1412850409228623882,2021-07-07 19:06:01+00:00,Sprinklr Publishing,148,11
690,But can your TikTok profile land you a job? Create your own video resume with #TikTokResumes and maybe you'll land… https://t.co/cZoEgpjbuV,1412809938146058254,2021-07-07 16:25:12+00:00,Sprinklr Publishing,438,65
691,"RT @TikTokSupport: ...Annnnnd we're back! Your app experience should be returning to normal. Thanks for bearing with us, everyone ✨",1412580546559938561,2021-07-07 01:13:41+00:00,Twitter Web App,0,122
692,"RT @TikTokSupport: The TikTok app is currently experiencing some issues, which our team is working quickly to address. Thank you for your p…",1412509333640794113,2021-07-06 20:30:42+00:00,Twitter Web App,0,1300
693,Side Hustle TikTok: what’s one tip you wish someone told you when you first started out?,1412441965107552259,2021-07-06 16:03:01+00:00,Sprinklr Publishing,1224,42
694,🎥  : shellllldon on TikTok,1412079331350880257,2021-07-05 16:02:02+00:00,Sprinklr Publishing,190,4
695,"it was the best of ideas, it was the worst of ideas https://t.co/gAtOUwKFw0",1412079328754552851,2021-07-05 16:02:01+00:00,Sprinklr Publishing,427,23
696,plz make sure our furry friends feel safe and secure during the fireworks this weekend 🐶 ❤️,1411708881525481474,2021-07-04 15:30:00+00:00,Sprinklr Publishing,626,53
697,"⚪️ cleaning up my room
⚪️ getting my life together
🔘 sending the group chat like 9 TikToks back-to-back https://t.co/pbp3LwlzJ2",1411355053320019969,2021-07-03 16:04:01+00:00,Sprinklr Publishing,343,19
698,🎥: @_catben_ on TikTok,1411128583188226051,2021-07-03 01:04:06+00:00,Twitter Web App,63,3
699,watching restock TikToks to prepare for #July4th weekend. what are you filling up on? https://t.co/bNX04HdBZn,1411128581531455492,2021-07-03 01:04:05+00:00,Twitter Web App,190,8
700,"Just in time for #July4th weekend, crank this week's biggest TikTok Hits from 
@thisismaneskin, @gucci1017,… https://t.co/RaEwItP4hc",1411083012645830659,2021-07-02 22:03:01+00:00,Sprinklr Publishing,284,51
701,@jadenhossler WHAT A DAY 🔥🎸🤘,1411060776089972741,2021-07-02 20:34:39+00:00,Twitter Web App,195,1
702,"watching 3 one        watching 1 three
minute TikToks           minute TikTok
                            🤝
  having the option to do either",1411049984229662723,2021-07-02 19:51:46+00:00,Twitter Web App,438,20
703,@JBALVIN @mufasatweetss @Skrillex can't listen without dancing 💃🕺,1411042974289461253,2021-07-02 19:23:55+00:00,Twitter Web App,9,0
704,@MattressFirm i’m this 🤏 close to reading you a story first ;),1411042760434409477,2021-07-02 19:23:04+00:00,Twitter Web App,1,0
705,✨ Friday ✨ is finally here. @JBALVIN's breaking down his new album tonight at 4 PM PT on the #TikTokLIVE series… https://t.co/4dsBtpkudY,1411038420139347969,2021-07-02 19:05:49+00:00,Twitter Web App,112,4
706,"pet parents: what's one tip, trick, hack you learned on TikTok that's made your pet's life better?",1410987880416153604,2021-07-02 15:45:00+00:00,Sprinklr Publishing,233,5
707,"fill in the blank

I’m this 🤏 close to __",1410675572972441602,2021-07-01 19:04:00+00:00,Sprinklr Publishing,841,29
708,"there are so many hidden gems on TikTok, but i found the next best one

💎💎💎💎💎💎💎💎💎💎💎💎
💎💎💎💎💎💎💎💎💎💎💎💎
💎💎💎💎💎💎💎💎💎💎💎💎
💎💎💎💎… https://t.co/Q1gQ44E30d",1410630956960997377,2021-07-01 16:06:43+00:00,Twitter Web App,358,21
709,@VancityReynolds ✨ Ryan ✨,1410357149130137603,2021-06-30 21:58:42+00:00,Twitter Web App,86,0
710,@RMcElhenney @Wrexham_AFC @tiktok these red dragons jerseys look 🔥,1410355159985577987,2021-06-30 21:50:47+00:00,Twitter Web App,151,7
711,fashion is my passion 😏 https://t.co/4eBwe6gVwO,1410355012811722752,2021-06-30 21:50:12+00:00,Twitter Web App,204,10
712,Oh hey there @JBALVIN 😏 The world phenom is giving us a snippet of his new single on our #TikTokLIVE series… https://t.co/4E2T4y5RNN,1410313503429337095,2021-06-30 19:05:16+00:00,Sprinklr Publishing,102,16
713,"#PrideMonth may be winding down, but #Pride never ends. 

Let's continue to celebrate, support, educate, and honor… https://t.co/qRt9NOEv21",1410268393530404871,2021-06-30 16:06:01+00:00,Sprinklr Publishing,161,14
714,@MarinaDiamandis warms my heart to see TikTok fans get a special shout out 😭,1410030752880742404,2021-06-30 00:21:43+00:00,Twitter Web App,131,8
715,@BoyzIIMen @whadupJamieBoy 👀 https://t.co/q8N9CTKgkH,1410030645057785856,2021-06-30 00:21:17+00:00,Twitter Web App,10,0
716,"@tonyhawk @AvrilLavigne i remember it like it was yesterday, Tony 🥰",1410029909884301312,2021-06-30 00:18:22+00:00,Twitter Web App,7,0
717,It's the playlist that keeps on giving 🎶 Listen to the new TikTok Tastemakers Playlist with @lawrence_tyshon only o… https://t.co/QOW3dlljzY,1410025351682662402,2021-06-30 00:00:15+00:00,Sprinklr Publishing,115,9
718,#nationalcameraday feels like the right time to bump this back up 📸 https://t.co/lgqtqS80z1,1409967479162490880,2021-06-29 20:10:17+00:00,Twitter Web App,130,3
719,@itsruthb looks like there’s another playlist you’re topping 🙌 🙌 https://t.co/7DiLoy5kmd,1409639736482824202,2021-06-28 22:27:57+00:00,Twitter Web App,24,2
720,@Lin_Manuel “that app” is better with you in it 💕 -TikTok,1409583602489172000,2021-06-28 18:44:54+00:00,Twitter Web App,344,18
721,@shntete what an animal 😏,1409583297722654732,2021-06-28 18:43:41+00:00,Twitter Web App,4,0
722,@MrBeast @KarlJacobs_ @chrisTyson @ChandlerHallow i would like to be invited to this TikTok,1409581846422167584,2021-06-28 18:37:55+00:00,Twitter Web App,156,1
723,"fave on-screen LGBTQ+ couple on TV, GO! 📺",1409547397588393985,2021-06-28 16:21:02+00:00,Twitter Web App,341,10
